crop_name,area,soil_type,season,irrigation_type,rainfall,temperature,humidity,yield_tons
onion,4.75,loamy,kharif,drip,1000.2,23.3,56.6,25.6
onion,1.69,sandy,rabi,sprinkler,643.8,20.4,84.2,5.98
tomato,9.68,sandy,zaid,sprinkler,457.3,29.7,59.8,44.66
rice,6.34,loamy,zaid,rainfed,1103.2,21.2,63.2,24.66
brinjal,9.96,sandy,rabi,rainfed,1020.5,32.7,75.4,25.07
chili,9.67,sandy,rabi,drip,607.4,25.1,50.3,23.85
potato,2.02,black,rabi,drip,1011.1,29.2,51.8,17.01
onion,1.77,loamy,rabi,flood,404.2,32.7,55.6,7.57
wheat,9.12,black,kharif,drip,378.7,34.0,83.0,36.14
brinjal,8.58,clay,rabi,flood,560.2,34.3,52.0,25.08
brinjal,6.63,sandy,kharif,flood,315.3,34.4,51.8,15.59
onion,9.36,black,kharif,flood,899.4,32.3,50.5,39.56
wheat,6.84,sandy,kharif,sprinkler,413.0,31.5,58.4,17.46
potato,8.67,loamy,kharif,flood,491.7,29.1,53.4,55.77
rice,2.91,clay,rabi,flood,1023.3,32.3,89.2,13.1
brinjal,1.76,black,rabi,drip,792.2,28.2,53.6,8.64
cauliflower,1.36,loamy,rabi,rainfed,536.4,33.1,55.2,4.6
onion,7.99,loamy,zaid,rainfed,510.3,29.6,59.4,30.47
brinjal,8.73,clay,kharif,sprinkler,834.2,21.9,67.1,31.51
onion,1.51,loamy,zaid,drip,755.5,32.2,87.4,7.4
tomato,4.24,clay,rabi,drip,1063.4,27.4,68.9,29.3
tomato,3.67,sandy,rabi,drip,742.7,28.6,59.5,22.48
rice,9.79,clay,kharif,rainfed,995.9,21.6,81.1,32.18
tomato,8.83,black,zaid,rainfed,561.3,21.2,61.9,38.32
wheat,2.81,black,kharif,rainfed,712.0,31.4,58.2,8.5
cabbage,3.72,sandy,rabi,flood,807.4,23.1,79.7,10.08
chili,2.24,clay,rabi,sprinkler,1038.8,26.4,57.6,5.54
tomato,1.68,clay,rabi,rainfed,824.9,31.0,62.9,5.97
onion,6.76,loamy,rabi,drip,1190.2,24.0,76.9,35.26
rice,9.99,black,zaid,flood,1022.0,31.8,70.4,45.95
rice,5.63,loamy,zaid,drip,369.7,20.3,54.1,26.98
onion,8.12,clay,zaid,flood,719.7,25.4,54.3,34.19
rice,5.37,clay,zaid,sprinkler,738.6,29.4,87.8,24.38
potato,5.3,loamy,zaid,sprinkler,912.0,23.0,79.8,44.75
cabbage,4.04,loamy,rabi,flood,529.2,27.3,66.3,20.83
rice,1.0,loamy,rabi,sprinkler,863.3,20.8,83.5,5.72
cabbage,2.12,clay,zaid,rainfed,477.9,24.8,73.7,5.22
cauliflower,2.79,clay,rabi,rainfed,314.1,25.4,53.6,6.69
brinjal,10.0,loamy,rabi,sprinkler,302.0,29.6,55.6,51.31
chili,8.99,sandy,zaid,flood,769.5,23.9,80.7,19.58
onion,0.99,clay,rabi,rainfed,746.9,21.8,66.0,3.29
rice,1.96,loamy,kharif,sprinkler,629.9,25.6,56.1,11.87
brinjal,4.1,black,zaid,sprinkler,342.5,22.6,88.2,12.5
chili,0.54,sandy,rabi,rainfed,751.0,25.8,88.9,0.79
brinjal,6.83,sandy,zaid,flood,494.0,23.3,79.2,20.19
potato,2.28,clay,kharif,rainfed,309.5,21.4,72.3,11.79
brinjal,5.72,clay,zaid,rainfed,857.6,30.0,83.5,15.11
potato,2.31,clay,rabi,flood,715.8,33.5,52.0,14.5
brinjal,3.83,black,kharif,flood,1135.5,21.0,72.0,17.52
cauliflower,3.96,black,kharif,sprinkler,1059.3,22.9,83.1,16.98
tomato,5.9,sandy,kharif,sprinkler,1081.0,26.5,88.7,28.64
brinjal,9.54,sandy,zaid,sprinkler,587.7,33.0,85.3,28.11
cauliflower,0.67,clay,rabi,sprinkler,932.9,20.3,75.2,2.27
brinjal,0.63,clay,kharif,flood,626.6,29.0,83.9,2.58
wheat,3.75,clay,kharif,drip,475.0,28.4,62.6,11.19
cabbage,3.92,black,zaid,drip,369.1,26.4,67.7,18.18
chili,8.78,sandy,zaid,rainfed,513.7,34.7,65.5,11.74
rice,1.69,clay,rabi,flood,673.0,31.4,86.0,7.8
potato,8.33,loamy,zaid,sprinkler,675.9,21.1,60.9,65.69
tomato,0.57,clay,kharif,rainfed,766.4,20.6,72.8,2.74
brinjal,9.48,loamy,kharif,sprinkler,906.2,21.0,68.6,41.54
onion,2.06,black,zaid,flood,753.3,32.5,76.6,7.92
brinjal,5.49,black,rabi,flood,946.3,28.7,87.9,19.44
cabbage,7.06,loamy,kharif,rainfed,881.0,33.4,79.3,24.26
cauliflower,4.55,loamy,zaid,sprinkler,883.9,30.9,75.4,16.36
brinjal,7.0,sandy,rabi,drip,1094.2,23.1,84.9,24.65
potato,5.36,black,rabi,sprinkler,1146.6,20.7,64.1,47.43
tomato,4.54,sandy,kharif,flood,647.0,33.7,80.5,18.39
wheat,6.07,sandy,rabi,sprinkler,392.6,31.0,65.5,20.26
wheat,2.9,clay,zaid,flood,741.7,21.1,74.7,8.95
cauliflower,8.8,loamy,rabi,flood,937.1,30.7,60.1,38.99
cauliflower,9.7,loamy,rabi,sprinkler,735.8,21.0,72.1,49.36
cauliflower,3.54,clay,kharif,sprinkler,1116.0,22.9,74.6,13.61
cabbage,3.02,black,rabi,drip,917.5,34.2,60.7,16.43
onion,2.98,loamy,zaid,flood,1151.9,30.9,58.8,13.47
cabbage,6.67,sandy,kharif,sprinkler,978.4,29.3,71.6,27.82
brinjal,3.92,sandy,zaid,sprinkler,665.2,34.6,54.5,11.12
wheat,2.05,black,zaid,flood,549.3,21.0,78.2,5.56
tomato,8.97,black,kharif,drip,670.2,22.2,71.0,68.65
cauliflower,8.49,loamy,zaid,sprinkler,332.4,29.9,61.5,32.36
cauliflower,1.0,sandy,rabi,drip,1004.6,32.7,82.0,3.79
onion,1.98,sandy,zaid,drip,503.1,23.2,81.7,6.5
rice,7.49,loamy,kharif,rainfed,372.0,25.4,84.3,26.39
brinjal,1.22,clay,kharif,sprinkler,525.3,30.0,85.5,4.49
potato,8.15,black,rabi,sprinkler,1170.6,24.0,69.8,56.31
tomato,7.56,sandy,rabi,sprinkler,975.2,24.8,69.3,38.17
potato,3.21,clay,kharif,sprinkler,798.6,20.0,61.3,22.58
tomato,4.33,clay,kharif,drip,908.8,22.8,82.7,21.29
cabbage,7.6,loamy,zaid,drip,794.8,26.8,56.8,37.81
brinjal,9.29,black,kharif,rainfed,752.7,29.9,86.5,35.68
onion,4.97,clay,rabi,drip,344.2,22.9,81.6,21.81
brinjal,8.62,sandy,zaid,flood,974.1,24.1,54.7,24.66
tomato,6.17,black,kharif,drip,629.4,32.1,70.9,33.35
cabbage,8.76,black,zaid,flood,987.7,23.7,51.5,27.01
cabbage,4.52,loamy,kharif,drip,480.8,24.6,71.0,23.24
potato,9.74,clay,kharif,rainfed,557.3,21.1,63.8,49.17
cauliflower,9.33,sandy,zaid,drip,1153.1,21.0,68.3,36.14
chili,2.65,clay,rabi,sprinkler,841.8,30.5,53.6,6.56
wheat,7.01,black,rabi,sprinkler,1073.1,21.3,84.6,25.73
brinjal,2.89,clay,rabi,flood,588.5,22.0,61.8,10.97
tomato,7.59,sandy,rabi,drip,1104.2,31.4,63.3,48.59
onion,3.78,loamy,rabi,sprinkler,1026.9,23.7,52.5,17.18
brinjal,0.91,loamy,rabi,sprinkler,534.9,33.1,80.1,3.35
rice,4.04,loamy,rabi,sprinkler,616.5,28.2,52.9,25.2
potato,4.13,loamy,kharif,sprinkler,574.1,20.4,50.2,23.5
cabbage,8.09,clay,rabi,drip,540.4,23.7,59.1,31.72
chili,8.33,loamy,rabi,sprinkler,1071.3,26.2,53.6,24.99
cauliflower,7.84,black,kharif,rainfed,368.0,32.4,67.1,23.76
cabbage,9.63,clay,kharif,drip,1026.5,26.9,58.9,51.34
brinjal,7.23,black,kharif,rainfed,460.1,33.3,67.7,20.27
potato,8.61,loamy,zaid,drip,963.6,33.2,67.4,74.4
potato,1.58,loamy,kharif,drip,766.5,28.8,57.0,14.84
chili,9.99,clay,zaid,sprinkler,558.2,24.2,56.4,18.7
onion,5.82,loamy,rabi,drip,768.1,29.2,60.6,31.06
rice,2.06,black,rabi,rainfed,686.8,24.3,79.5,8.69
onion,3.87,clay,rabi,flood,733.7,27.5,62.6,18.12
cauliflower,8.69,loamy,rabi,rainfed,807.9,26.2,63.3,26.71
tomato,2.92,loamy,zaid,drip,1198.4,22.8,55.9,16.41
potato,8.1,loamy,zaid,rainfed,965.5,26.4,63.3,43.42
rice,0.62,clay,rabi,flood,1016.0,27.2,55.2,2.7
cabbage,7.24,clay,kharif,flood,734.0,27.8,89.0,29.22
cabbage,2.37,clay,rabi,sprinkler,492.2,30.1,66.2,11.01
rice,3.95,black,rabi,sprinkler,651.3,21.6,76.8,19.65
wheat,7.33,loamy,rabi,drip,970.7,27.7,63.2,40.44
cauliflower,4.31,black,kharif,drip,1069.6,26.5,65.4,22.97
potato,5.33,loamy,rabi,flood,961.9,34.9,75.2,35.47
brinjal,8.24,clay,kharif,flood,510.5,23.0,78.6,26.63
onion,3.01,black,kharif,rainfed,684.8,31.0,63.5,10.31
chili,2.32,black,rabi,sprinkler,991.9,24.0,80.7,5.96
cauliflower,9.46,black,zaid,sprinkler,1138.6,23.1,64.3,34.13
onion,9.06,sandy,kharif,drip,1137.0,25.8,69.7,51.16
brinjal,5.53,clay,rabi,rainfed,733.4,30.2,84.4,18.54
potato,2.69,sandy,zaid,sprinkler,1021.7,32.8,69.3,14.89
rice,2.55,black,zaid,rainfed,562.7,22.6,65.2,11.28
brinjal,9.38,clay,zaid,sprinkler,343.6,23.2,72.6,35.66
chili,7.36,black,kharif,drip,1075.7,29.8,70.5,20.67
brinjal,0.97,sandy,kharif,drip,812.4,25.7,80.3,3.63
chili,0.54,loamy,rabi,drip,365.2,24.4,85.3,1.35
onion,1.38,loamy,zaid,rainfed,721.3,33.3,75.7,4.84
tomato,5.33,sandy,rabi,flood,587.1,34.5,87.3,24.57
cauliflower,8.58,clay,rabi,drip,672.9,21.7,53.0,34.32
brinjal,4.64,loamy,rabi,rainfed,973.8,32.4,80.8,14.59
onion,3.85,clay,kharif,rainfed,593.1,27.1,85.1,10.22
brinjal,8.62,black,rabi,rainfed,1022.0,25.2,77.8,29.18
wheat,4.83,clay,zaid,drip,935.2,32.3,59.5,18.12
tomato,3.83,loamy,zaid,flood,639.1,28.0,50.0,17.2
wheat,8.16,loamy,zaid,drip,551.7,22.9,70.2,37.75
chili,8.99,loamy,zaid,flood,505.3,31.1,62.4,23.58
brinjal,0.88,sandy,kharif,flood,1185.9,25.8,56.1,3.35
wheat,4.82,black,rabi,drip,1077.1,33.8,89.9,17.19
wheat,5.3,loamy,kharif,drip,316.2,34.0,53.1,20.5
tomato,5.13,clay,kharif,drip,1090.4,27.9,87.2,30.9
cabbage,8.13,clay,rabi,rainfed,522.3,33.5,86.4,26.58
brinjal,0.83,sandy,zaid,flood,747.8,22.3,57.3,2.36
cauliflower,2.6,black,rabi,flood,1025.0,20.9,86.8,11.38
tomato,7.77,sandy,zaid,rainfed,689.5,27.3,75.9,22.64
brinjal,3.44,sandy,zaid,sprinkler,377.2,21.4,86.9,11.05
tomato,3.54,sandy,rabi,flood,1054.5,29.8,61.0,20.32
rice,2.32,clay,zaid,sprinkler,581.5,27.3,76.6,10.84
cauliflower,9.22,black,rabi,drip,667.2,22.9,70.7,50.68
wheat,7.08,sandy,kharif,flood,814.7,33.6,54.9,18.67
brinjal,5.08,sandy,rabi,sprinkler,363.4,24.2,63.0,21.34
cauliflower,6.88,clay,rabi,rainfed,446.0,27.3,79.5,22.66
chili,1.7,sandy,zaid,drip,1151.2,22.0,81.0,3.62
chili,8.97,sandy,zaid,rainfed,755.1,21.2,62.2,14.81
rice,6.05,clay,rabi,rainfed,757.7,24.8,79.2,21.93
wheat,8.71,clay,rabi,sprinkler,749.6,26.6,74.4,34.2
cabbage,9.1,clay,rabi,rainfed,1036.1,25.2,82.3,28.33
brinjal,6.7,clay,kharif,rainfed,710.5,26.0,63.0,25.67
wheat,4.98,clay,kharif,flood,458.2,22.2,60.2,16.45
chili,2.18,clay,rabi,drip,1031.5,28.1,55.2,6.97
brinjal,4.01,clay,rabi,flood,422.0,27.8,54.5,16.85
rice,7.72,sandy,zaid,flood,678.3,34.2,86.1,30.14
brinjal,6.31,clay,rabi,drip,809.2,30.7,87.5,32.85
chili,1.75,sandy,rabi,drip,572.0,33.4,88.9,4.38
wheat,4.52,loamy,rabi,rainfed,308.4,26.6,51.8,13.06
chili,2.06,sandy,rabi,flood,978.3,34.5,81.2,3.4
wheat,0.95,clay,zaid,drip,901.7,32.9,56.5,3.65
chili,9.33,loamy,zaid,sprinkler,865.6,25.9,60.2,30.78
rice,3.59,loamy,kharif,flood,1035.3,26.1,63.1,21.96
rice,4.76,sandy,zaid,sprinkler,701.1,33.4,55.0,15.38
cauliflower,6.77,clay,rabi,sprinkler,688.4,31.5,89.7,25.54
chili,8.87,clay,kharif,flood,774.7,32.4,84.3,21.79
tomato,7.36,sandy,kharif,rainfed,370.2,21.6,69.7,22.07
potato,3.82,loamy,zaid,rainfed,1169.6,32.0,75.2,20.26
tomato,7.28,loamy,rabi,flood,732.0,26.0,56.1,41.48
tomato,0.55,black,zaid,flood,901.7,34.6,74.3,2.39
brinjal,2.71,black,kharif,sprinkler,846.9,26.0,58.3,14.06
cabbage,2.75,clay,kharif,sprinkler,388.1,28.6,72.1,9.07
potato,9.93,loamy,kharif,sprinkler,1005.2,33.8,57.8,85.06
wheat,3.82,black,rabi,sprinkler,682.3,21.9,54.9,14.72
rice,3.63,sandy,zaid,flood,338.0,27.4,71.8,11.51
wheat,9.48,sandy,rabi,drip,477.4,33.1,78.2,29.71
wheat,5.06,sandy,kharif,sprinkler,635.9,27.4,73.2,13.89
onion,6.24,clay,zaid,sprinkler,408.9,21.2,71.1,23.38
potato,4.59,sandy,kharif,flood,457.3,34.8,72.4,23.39
tomato,3.81,clay,zaid,drip,949.6,21.2,57.3,21.58
rice,9.0,sandy,zaid,drip,917.4,23.7,52.6,42.86
cauliflower,3.95,clay,rabi,sprinkler,495.1,30.0,88.8,11.96
tomato,4.74,sandy,rabi,rainfed,528.7,32.4,69.4,18.16
wheat,1.32,sandy,kharif,drip,942.7,22.9,77.6,4.31
rice,3.99,black,zaid,drip,390.6,24.6,76.5,22.34
onion,2.34,loamy,zaid,rainfed,489.3,20.3,85.9,6.73
chili,6.57,loamy,kharif,drip,367.6,22.0,75.8,17.3
potato,2.93,sandy,kharif,drip,885.7,21.7,71.5,18.31
potato,1.39,clay,zaid,drip,561.7,34.8,88.4,7.33
tomato,9.18,clay,rabi,drip,631.5,25.6,65.3,64.48
cauliflower,3.67,sandy,rabi,flood,1036.1,20.6,84.8,11.47
tomato,0.62,loamy,rabi,rainfed,1084.4,26.7,63.7,2.96
potato,2.87,sandy,kharif,rainfed,1089.9,32.2,88.3,14.31
cauliflower,7.09,black,zaid,sprinkler,453.2,24.1,58.5,26.49
tomato,9.55,loamy,kharif,rainfed,664.4,27.6,88.9,39.57
cabbage,6.97,clay,rabi,sprinkler,528.3,33.3,72.5,23.68
rice,1.57,loamy,zaid,rainfed,848.5,32.3,61.4,5.78
chili,5.31,sandy,zaid,sprinkler,804.3,30.9,64.2,11.61
tomato,4.56,clay,kharif,drip,545.0,25.8,83.4,21.72
tomato,2.36,black,kharif,flood,1044.1,32.5,61.7,15.03
potato,2.08,clay,rabi,drip,342.0,31.7,60.1,15.28
potato,4.38,sandy,zaid,sprinkler,895.8,27.0,75.2,24.86
tomato,5.52,sandy,kharif,rainfed,1029.5,31.0,76.6,18.18
tomato,8.99,sandy,zaid,drip,1127.9,20.8,82.8,36.9
potato,7.59,black,rabi,drip,307.5,22.5,73.2,60.71
wheat,7.34,loamy,zaid,drip,908.4,30.6,69.6,30.48
onion,1.2,loamy,zaid,drip,472.8,32.6,79.0,6.7
onion,2.49,loamy,zaid,sprinkler,310.6,35.0,61.2,11.03
onion,9.09,clay,kharif,flood,588.2,30.1,57.5,35.88
cabbage,3.48,loamy,zaid,sprinkler,461.0,33.5,65.9,12.38
wheat,9.73,loamy,kharif,drip,694.2,32.9,72.6,35.6
potato,6.68,loamy,kharif,sprinkler,1100.7,26.6,86.0,56.68
wheat,3.59,loamy,kharif,rainfed,1185.2,30.0,51.8,10.48
cauliflower,4.78,sandy,rabi,sprinkler,599.4,26.6,60.5,14.19
tomato,5.09,sandy,rabi,rainfed,916.9,31.7,50.8,21.88
brinjal,2.3,sandy,kharif,drip,399.2,30.8,56.3,9.37
cauliflower,3.34,black,zaid,drip,584.9,30.1,51.3,14.08
rice,2.16,sandy,kharif,drip,590.0,34.6,89.5,8.93
tomato,3.04,loamy,kharif,drip,1136.6,22.6,73.2,22.83
potato,3.09,loamy,rabi,flood,452.5,29.3,78.8,20.92
chili,6.13,sandy,zaid,flood,1142.4,30.2,66.6,13.67
wheat,1.45,loamy,kharif,drip,330.2,28.4,77.8,6.5
potato,5.06,sandy,rabi,rainfed,314.3,21.4,63.1,20.21
cabbage,1.87,clay,zaid,drip,925.7,22.1,75.6,6.39
potato,9.08,loamy,rabi,rainfed,425.7,21.4,67.0,59.14
brinjal,4.16,clay,zaid,rainfed,607.4,33.1,72.6,12.14
potato,6.24,black,rabi,rainfed,447.5,31.0,62.0,32.4
chili,7.55,clay,kharif,rainfed,572.4,29.9,56.3,14.29
chili,5.87,sandy,rabi,drip,902.7,34.4,74.1,15.03
brinjal,7.28,loamy,zaid,flood,893.5,29.4,61.3,29.18
chili,5.29,loamy,zaid,flood,937.9,23.7,63.0,12.49
cauliflower,8.13,clay,zaid,drip,1107.6,27.8,68.2,28.65
chili,3.29,black,zaid,rainfed,659.6,32.8,70.0,6.91
potato,6.23,loamy,kharif,rainfed,1140.6,23.1,55.9,41.65
chili,3.06,black,zaid,sprinkler,1020.6,26.8,76.8,7.91
rice,2.85,loamy,zaid,rainfed,755.8,32.7,59.6,10.96
potato,4.87,black,rabi,drip,626.3,28.8,75.0,41.47
onion,7.3,loamy,rabi,flood,801.1,32.8,87.2,28.81
chili,2.4,black,kharif,rainfed,672.1,23.1,85.1,4.05
tomato,7.07,sandy,kharif,sprinkler,644.8,33.0,72.7,32.2
potato,8.3,sandy,rabi,rainfed,853.1,32.5,69.8,33.4
wheat,7.13,loamy,rabi,sprinkler,1011.2,24.4,69.8,31.46
cauliflower,2.37,loamy,kharif,flood,349.8,23.0,50.4,8.28
cabbage,3.79,black,rabi,sprinkler,622.1,20.1,83.6,12.62
chili,5.59,black,zaid,drip,789.2,29.8,65.5,16.95
wheat,4.84,clay,rabi,sprinkler,794.7,33.3,54.2,18.28
onion,5.93,sandy,kharif,rainfed,1043.0,24.1,53.0,19.64
potato,9.84,black,zaid,drip,659.2,26.2,66.3,68.05
potato,5.05,sandy,zaid,drip,340.2,24.6,61.7,30.71
brinjal,4.61,clay,zaid,flood,911.8,29.1,80.8,16.33
wheat,7.26,clay,kharif,flood,460.6,21.2,87.6,17.68
tomato,7.84,clay,zaid,drip,452.0,32.3,80.8,40.85
brinjal,1.66,sandy,rabi,drip,758.8,28.8,64.4,7.06
cauliflower,9.06,black,rabi,sprinkler,447.5,25.7,55.6,37.75
cauliflower,9.53,sandy,kharif,sprinkler,356.9,29.0,52.3,32.23
onion,2.82,sandy,zaid,sprinkler,987.0,28.8,60.4,13.16
rice,0.81,sandy,kharif,sprinkler,678.3,33.4,89.3,3.33
potato,9.19,sandy,rabi,flood,616.8,26.2,50.7,42.24
cabbage,7.66,sandy,kharif,drip,702.5,24.6,69.3,27.99
potato,8.47,loamy,rabi,rainfed,889.3,23.4,61.0,47.34
chili,2.49,clay,rabi,flood,709.8,33.6,54.2,5.76
tomato,3.96,clay,kharif,flood,980.9,23.9,77.7,16.43
chili,4.29,clay,kharif,drip,769.9,26.0,62.0,13.08
cabbage,5.23,clay,kharif,sprinkler,1057.6,32.0,66.4,19.31
onion,5.48,loamy,kharif,drip,1025.5,25.3,75.7,29.48
chili,7.88,sandy,kharif,sprinkler,542.1,32.2,71.3,13.66
tomato,8.93,black,rabi,sprinkler,392.0,31.2,82.2,45.23
tomato,1.71,black,zaid,sprinkler,458.1,34.4,77.7,9.69
tomato,2.73,sandy,rabi,rainfed,732.6,28.3,75.3,9.84
rice,5.07,loamy,kharif,sprinkler,600.0,26.7,72.8,28.51
onion,7.02,loamy,rabi,sprinkler,1049.9,23.7,74.4,41.61
chili,7.89,sandy,zaid,drip,964.9,33.4,67.9,18.69
cauliflower,2.68,sandy,rabi,sprinkler,515.7,25.6,59.2,9.11
brinjal,4.39,loamy,zaid,rainfed,973.4,21.7,59.9,17.27
chili,9.15,black,zaid,rainfed,1166.1,26.4,57.9,20.62
onion,7.97,clay,rabi,rainfed,316.3,27.2,63.2,29.35
chili,6.15,black,zaid,rainfed,1014.5,34.8,77.2,14.57
wheat,1.52,loamy,zaid,rainfed,536.1,32.6,51.3,3.91
onion,4.05,clay,kharif,sprinkler,913.3,21.0,65.8,21.45
cabbage,1.64,sandy,rabi,rainfed,933.2,29.7,65.0,5.79
cabbage,7.92,sandy,zaid,rainfed,629.3,23.6,76.9,17.4
brinjal,8.76,sandy,zaid,sprinkler,413.6,30.2,72.9,28.87
chili,9.41,sandy,kharif,drip,382.1,20.3,82.2,16.42
tomato,5.12,black,rabi,sprinkler,568.6,29.6,61.5,27.47
potato,1.4,sandy,kharif,rainfed,306.1,22.3,52.8,6.25
brinjal,2.79,black,kharif,rainfed,1142.5,27.8,64.6,12.51
tomato,2.47,clay,kharif,sprinkler,640.0,24.8,77.1,11.98
brinjal,2.32,black,zaid,rainfed,666.7,34.1,65.1,7.84
tomato,4.94,black,kharif,flood,1087.4,32.2,89.2,30.57
tomato,7.04,black,rabi,rainfed,1180.8,30.9,87.1,38.85
onion,3.75,sandy,kharif,flood,451.4,28.7,89.0,13.24
cabbage,4.79,black,zaid,rainfed,1017.3,28.9,53.9,15.75
rice,0.55,clay,rabi,sprinkler,595.3,29.9,79.2,2.66
rice,6.11,sandy,kharif,drip,1121.9,32.0,86.9,34.73
onion,8.67,clay,kharif,rainfed,526.6,34.7,74.5,30.33
brinjal,7.7,clay,zaid,flood,319.8,32.3,50.6,24.27
wheat,1.1,loamy,kharif,flood,1033.9,27.4,55.4,4.75
wheat,0.82,black,rabi,flood,427.0,29.1,57.2,2.41
cauliflower,8.2,black,zaid,flood,1017.2,21.9,86.1,30.53
rice,1.17,clay,rabi,rainfed,470.4,31.6,83.7,4.37
brinjal,8.37,clay,rabi,sprinkler,1009.4,23.9,78.3,33.38
tomato,9.93,black,rabi,sprinkler,982.5,31.9,74.7,76.93
onion,3.34,sandy,rabi,rainfed,1080.2,31.2,84.3,10.78
cauliflower,2.46,loamy,rabi,rainfed,697.1,21.0,83.0,6.78
rice,7.57,black,zaid,flood,857.5,32.0,67.3,40.26
wheat,4.89,black,zaid,drip,1006.6,32.3,72.2,17.6
cauliflower,7.65,clay,kharif,drip,1030.0,20.5,68.7,34.43
wheat,7.74,loamy,rabi,rainfed,1050.0,25.2,85.7,25.23
chili,2.72,loamy,kharif,rainfed,708.0,27.8,80.5,5.8
tomato,1.1,clay,zaid,sprinkler,728.5,30.3,74.3,5.73
onion,3.13,clay,rabi,sprinkler,750.2,22.4,63.6,13.29
brinjal,8.38,sandy,zaid,rainfed,806.1,30.1,78.1,20.83
potato,1.35,clay,zaid,drip,1163.3,30.7,81.5,10.11
cabbage,8.65,black,zaid,drip,1161.2,27.5,87.3,42.14
cauliflower,4.53,loamy,rabi,flood,359.8,20.0,70.9,15.9
potato,9.57,sandy,zaid,rainfed,1099.0,24.8,56.6,45.8
rice,2.67,black,rabi,rainfed,310.4,22.0,62.4,8.81
rice,2.39,loamy,kharif,drip,828.9,21.0,84.5,16.55
potato,6.86,black,zaid,flood,364.6,31.2,52.1,36.41
tomato,3.44,clay,rabi,rainfed,517.8,24.2,85.9,14.44
potato,9.16,sandy,kharif,drip,965.1,23.0,83.7,49.92
cauliflower,3.07,loamy,zaid,rainfed,1023.2,34.9,60.1,9.32
potato,0.71,clay,zaid,drip,350.2,20.8,86.3,4.34
cabbage,1.98,loamy,rabi,drip,652.7,27.4,54.4,9.57
wheat,1.8,loamy,zaid,rainfed,987.6,20.3,87.4,4.16
brinjal,8.74,loamy,kharif,drip,558.8,25.0,67.1,38.51
tomato,5.76,loamy,zaid,rainfed,847.9,33.9,76.6,27.82
cabbage,3.92,loamy,kharif,drip,1171.4,33.8,85.4,18.94
cauliflower,1.91,clay,zaid,drip,672.6,27.3,60.5,6.94
potato,1.99,black,rabi,flood,683.8,28.1,50.9,12.31
wheat,6.53,loamy,zaid,drip,1118.6,20.3,72.3,31.66
chili,1.79,clay,zaid,rainfed,1098.8,27.1,85.1,3.52
rice,6.76,clay,rabi,rainfed,658.2,27.7,82.1,24.92
tomato,9.93,loamy,zaid,sprinkler,806.7,25.3,61.5,54.0
chili,6.73,loamy,zaid,drip,1093.7,27.3,71.7,26.05
rice,3.11,loamy,zaid,flood,653.9,25.8,61.5,13.67
potato,6.94,clay,kharif,sprinkler,455.5,25.2,52.5,36.06
potato,2.6,sandy,kharif,rainfed,717.2,27.1,84.9,12.42
rice,8.55,sandy,zaid,flood,308.6,26.0,86.3,31.38
rice,5.44,loamy,kharif,drip,889.8,26.3,78.6,40.18
brinjal,6.49,black,kharif,rainfed,371.6,27.3,56.2,19.78
cauliflower,5.93,loamy,kharif,drip,1112.6,25.9,89.2,31.48
rice,2.21,loamy,kharif,rainfed,752.3,32.7,50.8,9.18
chili,4.59,black,rabi,flood,720.5,23.6,85.8,11.38
potato,4.84,sandy,zaid,flood,845.9,29.1,83.1,22.99
rice,5.59,black,kharif,drip,704.2,26.6,53.6,34.73
rice,2.66,sandy,zaid,sprinkler,825.5,25.6,68.0,11.89
cauliflower,5.11,clay,rabi,drip,1176.4,20.1,86.0,25.34
potato,6.71,clay,kharif,flood,322.9,21.0,58.8,33.79
cauliflower,2.12,clay,zaid,flood,749.7,28.9,55.9,6.36
cauliflower,9.88,black,kharif,drip,1093.5,25.9,77.5,46.53
cabbage,6.26,clay,zaid,drip,771.4,20.4,81.6,19.27
cabbage,1.1,loamy,rabi,flood,1122.2,26.2,68.4,5.05
cabbage,6.66,black,rabi,drip,973.4,33.6,84.5,34.1
brinjal,3.25,loamy,rabi,rainfed,897.7,26.4,85.6,14.39
tomato,8.89,black,kharif,rainfed,746.1,24.7,80.1,35.92
tomato,6.82,clay,zaid,drip,492.4,29.9,67.0,31.77
brinjal,5.07,black,kharif,flood,703.2,21.8,67.0,18.92
potato,2.72,sandy,rabi,sprinkler,960.7,20.5,74.7,18.2
rice,7.22,sandy,kharif,flood,973.1,23.0,81.1,32.93
cabbage,4.16,clay,zaid,rainfed,965.6,26.3,79.5,10.64
chili,8.14,black,rabi,flood,1012.8,21.9,65.9,19.06
rice,5.78,sandy,zaid,flood,670.3,34.2,55.1,23.47
chili,3.84,clay,rabi,rainfed,1030.8,24.8,56.5,7.63
brinjal,7.46,sandy,kharif,sprinkler,379.0,30.0,85.8,19.93
cabbage,5.31,clay,rabi,rainfed,413.9,27.1,80.5,14.36
cauliflower,7.65,clay,rabi,sprinkler,553.8,23.3,70.9,25.33
cauliflower,0.85,black,zaid,flood,858.3,24.4,53.5,3.23
cauliflower,1.3,black,zaid,flood,1193.5,21.9,52.9,5.35
cabbage,3.76,black,kharif,drip,669.6,30.8,70.5,21.06
cauliflower,6.05,black,zaid,drip,1128.2,20.7,72.9,31.21
chili,9.36,clay,rabi,drip,891.5,26.6,51.8,30.47
cabbage,7.05,loamy,zaid,drip,733.7,21.9,58.6,26.05
